"shortname","formalname"
ул,Полянка
ул,Сиреневая
тер,СНТ Песчаный
ул,Озёрная
тер,СНТ Тетеринки
тер,СНТ Гавань
тер,ГСК Остафьево
мкр,Солнечный город-3
тер,СНТ Елочка
тер,ГПК Шишкин лес N1
ул,Сенькино-3
ул,Сенькино-4
ул,Секерино-2
тер,СНТ Содружество
ул,Садовая
ул,Терехово-2
тер,с/т Аэрофлот-1
пер,Огородный
ул,Лесная
ул,Березовая
ул,Солнечная
ул,Октябрьская
ул,Западная
ул,Парковая
ул,Запрудная
ул,Луговая
ул,Лесная
тер,ТСЖ Олимпийский
ул,Отрадная
ул,Сиреневая
ул,Сосновая
ул,Полевая
ул,Вишнёвая
ул,Луговая
ул,Соловьиная
ул,Приозерная
ул,Ярцевские Поляны-1
ул,Ярцевские Поляны-2
ул,Ярцевские Поляны-3
ул,Полевая
ул,Ореховая
ул,Школьная
ул,Школьная
ул,Школьная
ул,Тополиная
пр-д,Тюменский
ул,Ландышевая
ул,Дорожная
пр-д,Надымский
ул,Рябиновая
тер,ДНП Луговое-4
ул,Майская
пр-д,Центральный
тер,ДНП Луговое-2
ул,Растороповская
ул,Придорожная
ул,Садовая
ул,Цветочная
ул,Полевая
пл,Торговая
ул,Берёзовая
тер,ДНП Никольское-1
ул,Европейская
ул,Речная
ул,Дубравная
ул,Центральная
ул,Речная
ул,Соловьиная
ул,Зосимовская
ул,Озёрная
ул,Медовая
ул,Платановая
ул,Барятинская
ул,Учительская
ул,Верейская Слобода
ул,Речная
ул,Юрьев Сад
ул,"1-я Дементьевская"
ул,Соловьиная
ул,Новоархангельская
ул,Кронбургская
ул,Бахметьевская 3-я
ул,Цветочная
ул,"2-я Дементьевская"
ул,Емельяна Пугачева
ул,Каракашевская
ул,Центральная
ул,Парковая
ул,Аникинская
ул,Верховская
ул,Светлая
ул,Центральная
ул,Фермерская
ул,Девичья Поляна
проезд,"2-й Радиальный"
ул,Никольская
ул,Мирная
ул,Парковая
ул,Бахметьевская 1-я
ул,Радужная
ул,Дружная
ул,Солнечная
ул,Павловская
ул,Белоусовская
ул,Озерная
ул,Ягодная
ул,"3-я Дементьевская"
ул,Лесная
ул,Запрудная
ул,Благодатная
ул,Благодатная
ул,Заповедная
ул,Вишневая
ул,Дачная
ул,Сентябрьская
ул,Октябрьская
ул,Бульварное Кольцо
ул,Отчин Колодец
ул,Лазурная
пр-д,"1-й Парковый"
проезд,Черничный
ул,Весенняя
ул,"2-я Бахметьевская"
ул,Лепёшкиных
ул,Вишневый сад
пер,"6-й Киевский"
пр-д,"2-й Парковый"
ул,Клеверная 1-я
проезд,Терминальный
ул,Клеверная 2-я
пр-д,"3-й Парковый"
ул,Связистов
ул,Юбилейная
ул,Клеверная 3-я
пр-д,"4-й Парковый"
ул,Клубничная
ул,Школьная
ул,Клеверная 4-я
ул,Нагорная
ул,Радужная
ул,Клеверная 5-я
ул,Производственная
ул,Евсеевская
ул,Клеверная 6-я
ул,Берёзки
ул,Родниковая
ул,Клеверная 7-я
ул,Кувекинская
ул,Береговая
б-р,Светлый
пр-д,Тупиковый
ул,Берёзовая
ул,Луговая
ул,Молодёжная
ул,Плёсенка
ул,Туманная
ул,Акиньшинская
ул,Никитина
ул,Изумрудная Долина
мкр,"2"
ул,Цветочная
ул,Бернарда Шоу
ул,Зелёная
ул,Джонатана Свифта
ул,Бианки
ул,Берёзовая
ул,Солнечная
ул,Дублинская
пр-д,Радужный
пер.,"2-й Солнечный"
ул,Ирландская
ул,Живописная
пер.,"3-й Цветочный"
пер.,"4-й Цветочный"
ул,Речная
ул,Хабарова
пер.,"2-й Цветочный"
тер,ТЛПХ Зона Б
ул,Москвитина
ул,Бекетова
ул,Удачная
ул,Маевского
ул,Чистые Ключи
тер,Южная промзона
ул,Лесная Слобода
ул,Лесная
ул,Северная
ул,Атласова
пер,Бурцевский Б.
ул,Дачная
ул,Полевая
ул,Собачкина Сторожка
мкр,Петровская Слобода
ул,Лесные Поляны 2-я
км,Киевское шоссе 26-й
ул,Фитарёвская
пер,Малый Бурцевский
пер,Новобурцевский 4-й
пр-д,Передельцевский
ул,Цветочная
ул,Горожанкина
ул,Весенняя
ул,Новобурцевская
ул,"15-я Садовая"
ул,Лесная
пер,Новобурцевский 2-й
ул,Кооперативная
ул,Цветочная
пер,Новобурцевский 1-й
проезд,Ореховый
ул,Фианит
ул,Объездной Дороги 1км
проезд,Сергея Клычкова
ул,Тенистая
ул,Солнечная
тер,ОНТ Акатовское поле
ул,Солнечная
тер,ОНТ Бараново
ул,Фёдора Сологуба
ул,Троицкая
ул,Садовая
ул,Березовая
ул,Весёлая
тер,ОНТ Катюша
ул,Шелестово 1-я
ул,Сосновая
проезд,Константина Бальмонта
ул,Шелестово 2-я
ул,Каптерева
ул,Николая Клюева
ул,Лаптева
туп,Сиреневый
ул,Ракитная
пер,Николо-Клёновский
ул,Секерино-4
мкр,Эдальго
ул,Шелестово 3-я
ул,Диккенса
ул,Шелестово 4-я
ул,Рождественская
ул,Бачуринская
туп,Черешневый
пр-д,"1-й Радиальный"
проезд,"2-й Павловский"
пр-д,Технический
ул,Летовская Малая
ул,Лесная
проезд,Семёна Кирсанова
ул,Сиреневая
ул,Кнутовская
туп,Рождественский
км,Боровское шоссе 1-й
ул,Липовый парк
ул,Заречная
ул,Лесная
ул,Ясеневая
ул,Сиреневая
ул,Богородская
ул,Ясная
ул,Лесные Поляны 1-я
ул,Лесные Поляны 3-я
ул,Лесные Поляны 4-я
ул,Нагорная
ул,Сосновая
ул,Восточная
ул,Родниковая
ул,Цветочная
ул,Александры Монаховой
ул,"1-ая Лесная"
ул,Северная
ул,Сосенский Стан
ул,Садовая
ул,Дубовая Аллея
ул,Междуречье
ул,Озёрная
проезд,Западный
ул,Спортивная
ул,Солнечная
ул,Солнечная
ул,Еловая
проезд,Прудовый
туп,"4-й"
ул,Киевская
ул,Земляничная
пер,"3-й Новобурцевский"
проезд,Центральный
пр-д,Троицкий
пр-д,Северный
ул,Ольховая
ул,Летовская
ул,Роберта Рождественского
ул,Вишнёвая
ул,Тренёва
ул,Петра Орешина
туп,Сосновый
ул,Чистая
пр-д,Восточный
ул,Санаторная
ал.,Берёзовая
ш,Боровское
ул,Жасминовая
ул,Цветочная
проезд,Тюляевский
ул,Сосновая
ул,Тенистая
ул,Кедровая
пер,"5-й Новобурцевский"
ул,Павленко
ул,Жемчужная
ул,Вербная
тер,ТСЖ Родник
ул,Ликовка
ул,Валуевская Слобода
ул,Тюляевская
тер,ДСК Мичуринец
ул,Ольховая
ул,Малиновая
км,МКАД 44-й (внешняя сторона)
ул,Сосновая
ул,Черничная
ул,Терновая
ул,Дорожная
ул,Зимёнковская
ул,Потаповская Роща
ул,Староникольская
ул,Адмирала Корнилова
ул,Суходолье
ул,Кленовая
пер.,"1-й Тюляевский"
ул,Столбовские Дачи
ул,"1-я Фоминская"
ул,Зелёная
ул,Русская деревня
пер,"2-й Тюляевский"
ул,Луговая
ул,Посольская
ул,Лесные Поляны 6-я
ул,Борисокаменская
